building_id,hour,kwh_usage
fancy_house,23,2.559347
fancy_house,0,2.238784
fancy_museum,1,5.263288
fancy_museum,2,4.471032
fancy_museum,3,5.433080
fancy_museum,4,6.174516
fancy_museum,5,8.087288
fancy_museum,6,9.127312
fancy_museum,7,9.417143
fancy_museum,8,8.298474
fancy_museum,9,7.487919
fancy_museum,10,5.835982
fancy_museum,11,4.688291
fancy_museum,12,4.248753
fancy_museum,13,5.114664
fancy_museum,14,7.009724
fancy_museum,15,9.242237
fancy_museum,16,12.601506
fancy_museum,17,15.013578
fancy_museum,18,17.600433
fancy_museum,19,17.663659
fancy_museum,20,17.089338
fancy_museum,21,14.667395
fancy_museum,22,12.188561
fancy_museum,23,8.885360
fancy_museum,0,6.772141
fancy_office,1,2.188948
fancy_office,2,1.919960
fancy_office,3,1.850953
fancy_office,4,1.388904
fancy_office,5,2.133048
fancy_office,6,1.922557
fancy_office,7,2.389234
fancy_office,8,2.808682
fancy_office,9,3.491556
fancy_office,10,4.142821
fancy_office,11,3.919892
fancy_office,12,4.840870
fancy_office,13,4.060060
fancy_office,14,3.430065
fancy_office,15,2.677566
fancy_office,16,2.337521
fancy_office,17,1.998374
fancy_office,18,2.221830
fancy_office,19,2.213577
fancy_office,20,1.862481
fancy_office,21,2.630458
fancy_office,22,2.613986
fancy_office,23,2.927835
fancy_office,0,2.394901
fancy_planetarium,1,3.677231
fancy_planetarium,2,3.997589
fancy_planetarium,3,4.939985
fancy_planetarium,4,5.524714
fancy_planetarium,5,6.728497
fancy_planetarium,6,7.360445
fancy_planetarium,7,6.939206
fancy_planetarium,8,5.759963
fancy_planetarium,9,4.897878
fancy_planetarium,10,3.739670
fancy_planetarium,11,3.815032
fancy_planetarium,12,3.504745
fancy_planetarium,13,4.751403
fancy_planetarium,14,6.110151
fancy_planetarium,15,8.387639
fancy_planetarium,16,10.567898
fancy_planetarium,17,12.703882
fancy_planetarium,18,13.269385
fancy_planetarium,19,12.978059
fancy_planetarium,20,12.070206
fancy_planetarium,21,9.727396
fancy_planetarium,22,7.273232
fancy_planetarium,23,5.193902
fancy_planetarium,0,4.016321
fancy_birdhouse,1,4.425736
fancy_birdhouse,2,3.888100
fancy_birdhouse,3,2.839533
fancy_birdhouse,4,2.294184
fancy_birdhouse,5,3.030095
fancy_birdhouse,6,3.031698
fancy_birdhouse,7,4.378546
fancy_birdhouse,8,6.241230
fancy_birdhouse,9,7.565523
fancy_birdhouse,10,9.066980
fancy_birdhouse,11,9.121039
fancy_birdhouse,12,9.046679
fancy_birdhouse,13,8.226920
fancy_birdhouse,14,6.770072
fancy_birdhouse,15,5.874403
fancy_birdhouse,16,4.186360
fancy_birdhouse,17,3.459839
fancy_birdhouse,18,2.763000
fancy_birdhouse,19,3.037898
fancy_birdhouse,20,3.453628
fancy_birdhouse,21,3.960521
fancy_birdhouse,22,4.829976
fancy_birdhouse,23,5.020188
fancy_birdhouse,0,5.142393
fancy_stadium,1,8.874943
fancy_stadium,2,8.479988
fancy_stadium,3,6.874662
fancy_stadium,4,5.479404
fancy_stadium,5,5.131123
fancy_stadium,6,5.992147
fancy_stadium,7,7.369700
fancy_stadium,8,9.877444
fancy_stadium,9,12.844494
fancy_stadium,10,15.539556
fancy_stadium,11,17.095864
fancy_stadium,12,17.856097
fancy_stadium,13,16.755647
fancy_stadium,14,15.360879
fancy_stadium,15,11.978858
fancy_stadium,16,9.786897
fancy_stadium,17,7.231696
fancy_stadium,18,5.865811
fancy_stadium,19,5.191364
fancy_stadium,20,5.052297
fancy_stadium,21,6.473873
fancy_stadium,22,8.475869
fancy_stadium,23,9.407121
fancy_stadium,0,9.376198
fancy_warehouse,1,3.485203
fancy_warehouse,2,4.372356
fancy_warehouse,3,4.361267
fancy_warehouse,4,4.867473
fancy_warehouse,5,5.034231
fancy_warehouse,6,3.784168
fancy_warehouse,7,3.254016
fancy_warehouse,8,3.109856
fancy_warehouse,9,2.585541
fancy_warehouse,10,2.753173
fancy_warehouse,11,3.864189
fancy_warehouse,12,4.391860
fancy_warehouse,13,5.935220
fancy_warehouse,14,8.142927
fancy_warehouse,15,9.274452
fancy_warehouse,16,9.676209
fancy_warehouse,17,8.729864
fancy_warehouse,18,8.158504
fancy_warehouse,19,6.673581
fancy_warehouse,20,5.130323
fancy_warehouse,21,3.912865
fancy_warehouse,22,2.457874
fancy_warehouse,23,2.906049
fancy_warehouse,0,3.117030
fancy_market,1,2.420885
fancy_market,2,2.420863
fancy_market,3,2.577208
fancy_market,4,1.914706
fancy_market,5,2.480446
fancy_market,6,1.982982
fancy_market,7,2.060791
fancy_market,8,1.195462
fancy_market,9,1.850702
fancy_market,10,1.653262
fancy_market,11,2.429072
fancy_market,12,2.647401
fancy_market,13,3.592870
fancy_market,14,4.067112
fancy_market,15,4.184234
fancy_market,16,4.035992
fancy_market,17,3.589156
fancy_market,18,2.806001
fancy_market,19,2.030991
fancy_market,20,1.528910
fancy_market,21,1.268241
fancy_market,22,1.237157
fancy_market,23,1.254917
fancy_market,0,2.138255
fancy_hydroelectric_plant,1,4.845625
fancy_hydroelectric_plant,2,6.130209
fancy_hydroelectric_plant,3,6.845416
fancy_hydroelectric_plant,4,9.191525
fancy_hydroelectric_plant,5,10.153127
fancy_hydroelectric_plant,6,10.196210
fancy_hydroelectric_plant,7,9.810568
fancy_hydroelectric_plant,8,8.580178
fancy_hydroelectric_plant,9,6.433320
fancy_hydroelectric_plant,10,5.935601
fancy_hydroelectric_plant,11,4.574631
fancy_hydroelectric_plant,12,5.862765
fancy_hydroelectric_plant,13,7.541715
fancy_hydroelectric_plant,14,10.864304
fancy_hydroelectric_plant,15,14.457374
fancy_hydroelectric_plant,16,18.048692
fancy_hydroelectric_plant,17,20.151482
fancy_hydroelectric_plant,18,20.499519
fancy_hydroelectric_plant,19,19.016742
fancy_hydroelectric_plant,20,16.922165
fancy_hydroelectric_plant,21,13.560936
fancy_hydroelectric_plant,22,9.899428
fancy_hydroelectric_plant,23,6.641032
fancy_hydroelectric_plant,0,5.908006
fancy_windmill,1,3.525196
fancy_windmill,2,4.305017
fancy_windmill,3,4.814894
fancy_windmill,4,6.093834
fancy_windmill,5,6.182107
fancy_windmill,6,5.264023
fancy_windmill,7,5.006000
fancy_windmill,8,4.383085
fancy_windmill,9,3.627809
fancy_windmill,10,2.486932
fancy_windmill,11,3.020538
fancy_windmill,12,4.789114
fancy_windmill,13,6.286316
fancy_windmill,14,8.429815
fancy_windmill,15,9.308689
fancy_windmill,16,10.636872
fancy_windmill,17,11.173954
fancy_windmill,18,10.558092
fancy_windmill,19,9.210020
fancy_windmill,20,7.328490
fancy_windmill,21,5.749243
fancy_windmill,22,4.517884
fancy_windmill,23,3.668387
fancy_windmill,0,3.319240
fancy_opera_house,1,5.112530
fancy_opera_house,2,5.995129
fancy_opera_house,3,5.764990
fancy_opera_house,4,4.741725
fancy_opera_house,5,3.872131
fancy_opera_house,6,3.212415
fancy_opera_house,7,2.819535
fancy_opera_house,8,3.414223
fancy_opera_house,9,4.163968
fancy_opera_house,10,5.641994
fancy_opera_house,11,7.805690
fancy_opera_house,12,9.274066
fancy_opera_house,13,10.261400
fancy_opera_house,14,10.757827
fancy_opera_house,15,9.813285
fancy_opera_house,16,8.860723
fancy_opera_house,17,6.589682
fancy_opera_house,18,5.346441
fancy_opera_house,19,4.033899
fancy_opera_house,20,3.579159
fancy_opera_house,21,2.789600
fancy_opera_house,22,2.775592
fancy_opera_house,23,4.349160
fancy_opera_house,0,4.352586
fancy_gymnaisum,1,0.777262
fancy_gymnaisum,2,1.474634
fancy_gymnaisum,3,1.200036
fancy_gymnaisum,4,1.156609
fancy_gymnaisum,5,1.554459
fancy_gymnaisum,6,1.382208
fancy_gymnaisum,7,1.324700
fancy_gymnaisum,8,0.949269
fancy_gymnaisum,9,1.018657
fancy_gymnaisum,10,0.470427
fancy_gymnaisum,11,1.249151
fancy_gymnaisum,12,1.575265
fancy_gymnaisum,13,1.605798
fancy_gymnaisum,14,1.271741
fancy_gymnaisum,15,1.441161
fancy_gymnaisum,16,1.936916
fancy_gymnaisum,17,1.618301
fancy_gymnaisum,18,2.171056
fancy_gymnaisum,19,1.350761
fancy_gymnaisum,20,1.701404
fancy_gymnaisum,21,0.890067
fancy_gymnaisum,22,0.678210
fancy_gymnaisum,23,0.872234
fancy_gymnaisum,0,1.019386
fancy_school,1,9.266189
fancy_school,2,9.541041
fancy_school,3,8.135593
fancy_school,4,6.564463
fancy_school,5,5.800779
fancy_school,6,4.758915
fancy_school,7,4.863763
fancy_school,8,7.246612
fancy_school,9,8.800815
fancy_school,10,12.296658
fancy_school,11,14.831904
fancy_school,12,16.423818
fancy_school,13,17.304304
fancy_school,14,17.562014
fancy_school,15,15.605768
fancy_school,16,12.538961
fancy_school,17,9.412080
fancy_school,18,6.683161
fancy_school,19,4.967031
fancy_school,20,5.111461
fancy_school,21,4.903473
fancy_school,22,6.735589
fancy_school,23,7.488818
fancy_school,0,9.116685
fancy_taco_truck,1,3.439774
fancy_taco_truck,2,3.624905
fancy_taco_truck,3,4.600375
fancy_taco_truck,4,6.114375
fancy_taco_truck,5,6.319919
fancy_taco_truck,6,6.342461
fancy_taco_truck,7,6.008621
fancy_taco_truck,8,5.696500
fancy_taco_truck,9,5.205328
fancy_taco_truck,10,4.071502
fancy_taco_truck,11,3.407761
fancy_taco_truck,12,4.206411
fancy_taco_truck,13,5.330764
fancy_taco_truck,14,7.004209
fancy_taco_truck,15,7.992391
fancy_taco_truck,16,10.293624
fancy_taco_truck,17,11.668081
fancy_taco_truck,18,11.614949
fancy_taco_truck,19,11.966363
fancy_taco_truck,20,9.895615
fancy_taco_truck,21,8.909570
fancy_taco_truck,22,6.322419
fancy_taco_truck,23,5.449995
fancy_taco_truck,0,3.663963
fancy_base,1,2.941632
fancy_base,2,2.858171
fancy_base,3,3.280124
fancy_base,4,2.770937
fancy_base,5,2.214353
fancy_base,6,2.264798
fancy_base,7,2.308589
fancy_base,8,1.688514
fancy_base,9,2.418298
fancy_base,10,3.164020
fancy_base,11,3.620018
fancy_base,12,4.286206
fancy_base,13,4.984772
fancy_base,14,4.572005
fancy_base,15,4.862050
fancy_base,16,4.795338
fancy_base,17,4.084593
fancy_base,18,2.772149
fancy_base,19,2.166740
fancy_base,20,2.066352
fancy_base,21,2.121641
fancy_base,22,2.380373
fancy_base,23,2.435766
fancy_base,0,2.788053
fancy_houseboat,1,1.952503
fancy_houseboat,2,1.517512
fancy_houseboat,3,1.460385
fancy_houseboat,4,1.585653
fancy_houseboat,5,0.747845
fancy_houseboat,6,1.693275
fancy_houseboat,7,1.874776
fancy_houseboat,8,2.657277
fancy_houseboat,9,2.558777
fancy_houseboat,10,2.633976
fancy_houseboat,11,3.431687
fancy_houseboat,12,2.720686
fancy_houseboat,13,2.359386
fancy_houseboat,14,1.956102
fancy_houseboat,15,2.386803
fancy_houseboat,16,1.754416
fancy_houseboat,17,1.321734
fancy_houseboat,18,0.704434
fancy_houseboat,19,1.635890
fancy_houseboat,20,1.398682
fancy_houseboat,21,1.832350
fancy_houseboat,22,1.787823
fancy_houseboat,23,1.361754
fancy_houseboat,0,1.922096
fancy_hospital,1,7.158679
fancy_hospital,2,8.596917
fancy_hospital,3,9.554079
fancy_hospital,4,9.549294
fancy_hospital,5,8.641369
fancy_hospital,6,7.057546
fancy_hospital,7,6.394187
fancy_hospital,8,5.243875
fancy_hospital,9,5.096147
fancy_hospital,10,5.849067
fancy_hospital,11,7.490642
fancy_hospital,12,10.855273
fancy_hospital,13,13.250595
fancy_hospital,14,15.556453
fancy_hospital,15,17.233033
fancy_hospital,16,17.758486
fancy_hospital,17,16.342646
fancy_hospital,18,14.709581
fancy_hospital,19,11.263087
fancy_hospital,20,8.828820
fancy_hospital,21,6.493780
fancy_hospital,22,4.888399
fancy_hospital,23,5.151492
fancy_hospital,0,5.145549
fancy_aquarium,1,3.872084
fancy_aquarium,2,3.459257
fancy_aquarium,3,2.348929
fancy_aquarium,4,2.887520
fancy_aquarium,5,2.721711
fancy_aquarium,6,3.127731
fancy_aquarium,7,3.184206
fancy_aquarium,8,4.113014
fancy_aquarium,9,5.396248
fancy_aquarium,10,5.595830
fancy_aquarium,11,6.691433
fancy_aquarium,12,5.862331
fancy_aquarium,13,6.022229
fancy_aquarium,14,5.632769
fancy_aquarium,15,3.875145
fancy_aquarium,16,3.479682
fancy_aquarium,17,3.098716
fancy_aquarium,18,2.640600
fancy_aquarium,19,2.568668
fancy_aquarium,20,3.000282
fancy_aquarium,21,3.239417
fancy_aquarium,22,3.146369
fancy_aquarium,23,4.041104
fancy_aquarium,0,4.288579
old_house,1,8.049383
old_house,2,8.472394
old_house,3,7.768740
old_house,4,7.151815
old_house,5,5.863800
old_house,6,4.372395
old_house,7,3.654331
old_house,8,4.113758
old_house,9,5.989285
old_house,10,8.169784
old_house,11,11.172888
old_house,12,12.993210
old_house,13,15.072406
old_house,14,16.317199
old_house,15,15.809925
old_house,16,13.601298
old_house,17,11.533989
old_house,18,8.358891
old_house,19,6.153852
old_house,20,4.445615
old_house,21,4.516147
old_house,22,4.922004
old_house,23,5.213766
old_house,0,6.514637
old_museum,1,2.361856
old_museum,2,2.743983
old_museum,3,2.928622
old_museum,4,3.374773
old_museum,5,3.403114
old_museum,6,3.637489
old_museum,7,3.851293
old_museum,8,3.653052
old_museum,9,2.885962
old_museum,10,2.914256
old_museum,11,2.635499
old_museum,12,2.762460
old_museum,13,2.763221
old_museum,14,3.046146
old_museum,15,3.550581
old_museum,16,4.815127
old_museum,17,5.652888
old_museum,18,5.105884
old_museum,19,5.130379
old_museum,20,4.901189
old_museum,21,4.413922
old_museum,22,3.853746
old_museum,23,3.471591
old_museum,0,3.086111
old_office,1,5.762210
old_office,2,7.882101
old_office,3,9.290391
old_office,4,10.109853
old_office,5,10.143036
old_office,6,9.599414
old_office,7,8.373158
old_office,8,6.003792
old_office,9,5.549471
old_office,10,5.199733
old_office,11,5.817361
old_office,12,8.108008
old_office,13,11.511147
old_office,14,14.676197
old_office,15,17.221207
old_office,16,19.098585
old_office,17,19.308812
old_office,18,18.472665
old_office,19,16.020421
old_office,20,12.872008
old_office,21,8.985643
old_office,22,6.270251
old_office,23,5.662605
old_office,0,5.193489
old_planetarium,1,3.501546
old_planetarium,2,3.935739
old_planetarium,3,4.178488
old_planetarium,4,4.618238
old_planetarium,5,4.658612
old_planetarium,6,3.619320
old_planetarium,7,2.940410
old_planetarium,8,2.566734
old_planetarium,9,2.107018
old_planetarium,10,2.784814
old_planetarium,11,4.160101
old_planetarium,12,5.244495
old_planetarium,13,6.031459
old_planetarium,14,7.520944
old_planetarium,15,8.795270
old_planetarium,16,8.682397
old_planetarium,17,8.192377
old_planetarium,18,7.655829
old_planetarium,19,6.250834
old_planetarium,20,4.357399
old_planetarium,21,3.252079
old_planetarium,22,2.785099
old_planetarium,23,2.282333
old_planetarium,0,3.313874
old_birdhouse,1,8.241842
old_birdhouse,2,7.119107
old_birdhouse,3,5.661392
old_birdhouse,4,4.953913
old_birdhouse,5,5.282525
old_birdhouse,6,5.967135
old_birdhouse,7,8.858944
old_birdhouse,8,11.796551
old_birdhouse,9,14.288662
old_birdhouse,10,17.163838
old_birdhouse,11,18.811167
old_birdhouse,12,18.330655
old_birdhouse,13,16.622196
old_birdhouse,14,14.553837
old_birdhouse,15,11.598951
old_birdhouse,16,8.480939
old_birdhouse,17,6.159782
old_birdhouse,18,4.786932
old_birdhouse,19,4.432006
old_birdhouse,20,5.602071
old_birdhouse,21,7.412048
old_birdhouse,22,8.900035
old_birdhouse,23,9.874320
old_birdhouse,0,9.732260
old_stadium,1,4.912409
old_stadium,2,5.391360
old_stadium,3,6.927899
old_stadium,4,7.781462
old_stadium,5,8.143799
old_stadium,6,7.705714
old_stadium,7,6.510714
old_stadium,8,5.309184
old_stadium,9,4.510288
old_stadium,10,4.145473
old_stadium,11,4.857078
old_stadium,12,5.817061
old_stadium,13,8.714624
old_stadium,14,11.134670
old_stadium,15,13.355357
old_stadium,16,14.770484
old_stadium,17,14.535247
old_stadium,18,14.255604
old_stadium,19,12.557918
old_stadium,20,10.466555
old_stadium,21,7.595442
old_stadium,22,5.677954
old_stadium,23,4.418090
old_stadium,0,3.747477
old_warehouse,1,1.333540
old_warehouse,2,1.352401
old_warehouse,3,1.426872
old_warehouse,4,1.063686
old_warehouse,5,1.658605
old_warehouse,6,0.954556
old_warehouse,7,1.726693
old_warehouse,8,1.256481
old_warehouse,9,1.165121
old_warehouse,10,1.206138
old_warehouse,11,1.434788
old_warehouse,12,1.195958
old_warehouse,13,1.724328
old_warehouse,14,1.751551
old_warehouse,15,1.730896
old_warehouse,16,1.477290
old_warehouse,17,1.350518
old_warehouse,18,1.854346
old_warehouse,19,1.278516
old_warehouse,20,1.692476
old_warehouse,21,1.565066
old_warehouse,22,1.703516
old_warehouse,23,1.771900
old_warehouse,0,1.550598
old_market,1,1.933013
old_market,2,2.272413
old_market,3,2.271124
old_market,4,2.705885
old_market,5,3.474603
old_market,6,3.025808
old_market,7,2.788687
old_market,8,3.049039
old_market,9,2.502269
old_market,10,2.297958
old_market,11,2.190944
old_market,12,2.515168
old_market,13,2.497019
old_market,14,3.765343
old_market,15,4.622526
old_market,16,5.265077
old_market,17,5.870737
old_market,18,5.668266
old_market,19,5.460095
old_market,20,4.746360
old_market,21,4.572460
old_market,22,2.851557
old_market,23,3.027554
old_market,0,1.758096
old_hydroelectric_plant,1,2.697167
old_hydroelectric_plant,2,2.350602
old_hydroelectric_plant,3,3.037995
old_hydroelectric_plant,4,3.010631
old_hydroelectric_plant,5,2.243908
old_hydroelectric_plant,6,2.599760
old_hydroelectric_plant,7,2.476730
old_hydroelectric_plant,8,1.957073
old_hydroelectric_plant,9,2.034679
old_hydroelectric_plant,10,1.585777
old_hydroelectric_plant,11,2.062950
old_hydroelectric_plant,12,2.846247
old_hydroelectric_plant,13,3.967125
old_hydroelectric_plant,14,3.919240
old_hydroelectric_plant,15,4.719156
old_hydroelectric_plant,16,4.267745
old_hydroelectric_plant,17,4.602662
old_hydroelectric_plant,18,4.017345
old_hydroelectric_plant,19,2.858802
old_hydroelectric_plant,20,2.334412
old_hydroelectric_plant,21,1.732035
old_hydroelectric_plant,22,1.280386
old_hydroelectric_plant,23,1.670084
old_hydroelectric_plant,0,2.432211
old_windmill,1,8.363409
old_windmill,2,8.036635
old_windmill,3,6.764851
old_windmill,4,5.256375
old_windmill,5,4.532181
old_windmill,6,4.603310
old_windmill,7,6.037886
old_windmill,8,8.036338
old_windmill,9,11.718255
old_windmill,10,13.603762
old_windmill,11,16.267849
old_windmill,12,17.218269
old_windmill,13,16.330121
old_windmill,14,14.842286
old_windmill,15,12.117079
old_windmill,16,9.365764
old_windmill,17,7.419336
old_windmill,18,5.212618
old_windmill,19,4.651563
old_windmill,20,4.658948
old_windmill,21,5.511730
old_windmill,22,6.940092
old_windmill,23,8.767957
old_windmill,0,8.693978
old_opera_house,1,4.821032
old_opera_house,2,5.635218
old_opera_house,3,6.328552
old_opera_house,4,8.185779
old_opera_house,5,9.235296
old_opera_house,6,9.408209
old_opera_house,7,9.640559
old_opera_house,8,8.400870
old_opera_house,9,6.969000
old_opera_house,10,5.821995
old_opera_house,11,4.880573
old_opera_house,12,5.522236
old_opera_house,13,6.907066
old_opera_house,14,9.502351
old_opera_house,15,12.684912
old_opera_house,16,15.130280
old_opera_house,17,17.198942
old_opera_house,18,18.607543
old_opera_house,19,17.550577
old_opera_house,20,16.356218
old_opera_house,21,13.356344
old_opera_house,22,10.696708
old_opera_house,23,7.757238
old_opera_house,0,5.386639
old_gymnaisum,1,2.723727
old_gymnaisum,2,3.356547
old_gymnaisum,3,3.481464
old_gymnaisum,4,4.663222
old_gymnaisum,5,4.941129
old_gymnaisum,6,5.543154
old_gymnaisum,7,4.907266
old_gymnaisum,8,4.703580
old_gymnaisum,9,4.397442
old_gymnaisum,10,3.036006
old_gymnaisum,11,2.558082
old_gymnaisum,12,2.857020
old_gymnaisum,13,3.562379
old_gymnaisum,14,5.059785
old_gymnaisum,15,6.091475
old_gymnaisum,16,8.152736
old_gymnaisum,17,9.851297
old_gymnaisum,18,9.927538
old_gymnaisum,19,9.829333
old_gymnaisum,20,9.441598
old_gymnaisum,21,8.066712
old_gymnaisum,22,5.648954
old_gymnaisum,23,4.590560
old_gymnaisum,0,3.306532
old_school,1,6.561808
old_school,2,7.557545
old_school,3,7.197086
old_school,4,7.576997
old_school,5,6.441567
old_school,6,5.535619
old_school,7,3.984724
old_school,8,3.551874
old_school,9,4.679579
old_school,10,6.211086
old_school,11,7.759476
old_school,12,10.186722
old_school,13,12.587889
old_school,14,14.092520
old_school,15,13.870788
old_school,16,13.773141
old_school,17,12.307653
old_school,18,9.267914
old_school,19,7.196920
old_school,20,5.765695
old_school,21,4.568130
old_school,22,3.432958
old_school,23,4.550483
old_school,0,5.353893
old_taco_truck,1,2.625018
old_taco_truck,2,3.524467
old_taco_truck,3,3.643794
old_taco_truck,4,3.676825
old_taco_truck,5,3.862314
old_taco_truck,6,3.053265
old_taco_truck,7,2.698649
old_taco_truck,8,2.280291
old_taco_truck,9,2.027479
old_taco_truck,10,1.922016
old_taco_truck,11,3.059790
old_taco_truck,12,3.366630
old_taco_truck,13,4.736734
old_taco_truck,14,5.767077
old_taco_truck,15,6.581869
old_taco_truck,16,6.378568
old_taco_truck,17,6.114871
old_taco_truck,18,6.248964
old_taco_truck,19,4.487794
old_taco_truck,20,4.330600
old_taco_truck,21,3.001929
old_taco_truck,22,2.717032
old_taco_truck,23,1.714075
old_taco_truck,0,2.107580
old_base,1,4.693587
old_base,2,5.567161
old_base,3,6.682564
old_base,4,6.394751
old_base,5,6.310030
old_base,6,5.540732
old_base,7,4.059374
old_base,8,3.342583
old_base,9,3.623119
old_base,10,4.145820
old_base,11,5.235505
old_base,12,6.751084
old_base,13,8.922187
old_base,14,10.353478
old_base,15,11.120326
old_base,16,11.804502
old_base,17,11.107081
old_base,18,9.680865
old_base,19,7.708992
old_base,20,6.321722
old_base,21,5.009199
old_base,22,4.112274
old_base,23,3.530164
old_base,0,4.297978
old_houseboat,1,6.569278
old_houseboat,2,6.492288
old_houseboat,3,5.997896
old_houseboat,4,4.888229
old_houseboat,5,4.335381
old_houseboat,6,3.865649
old_houseboat,7,3.310894
old_houseboat,8,4.267260
old_houseboat,9,5.576610
old_houseboat,10,7.285132
old_houseboat,11,9.373010
old_houseboat,12,10.847496
old_houseboat,13,11.565875
old_houseboat,14,10.848997
old_houseboat,15,9.709653
old_houseboat,16,8.348824
old_houseboat,17,6.362400
old_houseboat,18,5.454334
old_houseboat,19,4.298495
old_houseboat,20,3.525008
old_houseboat,21,3.614054
old_houseboat,22,3.902554
old_houseboat,23,4.912841
old_houseboat,0,6.182555
old_hospital,1,1.415897
old_hospital,2,1.869647
old_hospital,3,1.600907
old_hospital,4,1.859037
old_hospital,5,1.628665
old_hospital,6,1.352053
old_hospital,7,1.444193
old_hospital,8,2.077752
old_hospital,9,1.703862
old_hospital,10,2.771249
old_hospital,11,2.568614
old_hospital,12,1.905829
old_hospital,13,2.640849
old_hospital,14,2.352485
old_hospital,15,1.506441
old_hospital,16,1.925789
old_hospital,17,1.346957
old_hospital,18,1.435394
old_hospital,19,1.430293
old_hospital,20,1.263917
old_hospital,21,1.492169
old_hospital,22,1.945529
old_hospital,23,1.554727
old_hospital,0,1.626481
old_aquarium,1,2.995440
old_aquarium,2,3.303875
old_aquarium,3,3.421337
old_aquarium,4,4.188538
old_aquarium,5,4.026994
old_aquarium,6,4.675736
old_aquarium,7,3.701263
old_aquarium,8,3.243685
old_aquarium,9,3.177304
old_aquarium,10,2.632163
old_aquarium,11,2.712650
old_aquarium,12,2.892740
old_aquarium,13,4.481504
old_aquarium,14,5.287847
old_aquarium,15,5.601710
old_aquarium,16,6.864433
old_aquarium,17,7.580942
old_aquarium,18,7.224287
old_aquarium,19,7.017193
old_aquarium,20,5.639992
old_aquarium,21,4.600499
old_aquarium,22,3.435055
old_aquarium,23,3.423116
old_aquarium,0,2.238905
secret_house,1,4.848629
secret_house,2,5.667901
secret_house,3,5.730620
secret_house,4,5.391188
secret_house,5,5.900353
secret_house,6,4.382365
secret_house,7,4.051202
secret_house,8,3.317388
secret_house,9,3.223269
secret_house,10,3.884711
secret_house,11,5.289122
secret_house,12,6.671891
secret_house,13,8.222963
secret_house,14,10.034490
secret_house,15,11.000261
secret_house,16,11.314741
secret_house,17,10.451122
secret_house,18,8.822536
secret_house,19,6.970087
secret_house,20,4.918640
secret_house,21,3.578012
secret_house,22,2.863179
secret_house,23,3.522684
secret_house,0,3.953231
secret_museum,1,10.008098
secret_museum,2,10.124327
secret_museum,3,9.923605
secret_museum,4,9.113653
secret_museum,5,6.987272
secret_museum,6,5.535435
secret_museum,7,5.140508
secret_museum,8,5.386575
secret_museum,9,7.235062
secret_museum,10,10.397354
secret_museum,11,13.697591
secret_museum,12,17.123832
secret_museum,13,19.834958
secret_museum,14,20.148996
secret_museum,15,20.095265
secret_museum,16,17.561415
secret_museum,17,14.143357
secret_museum,18,11.287841
secret_museum,19,7.901608
secret_museum,20,5.326879
secret_museum,21,5.216746
secret_museum,22,5.819492
secret_museum,23,6.726607
secret_museum,0,8.994589
secret_office,1,9.784002
secret_office,2,8.086709
secret_office,3,6.909025
secret_office,4,5.283559
secret_office,5,4.438855
secret_office,6,5.471707
secret_office,7,7.481796
secret_office,8,10.743129
secret_office,9,14.316290
secret_office,10,17.012788
secret_office,11,19.248717
secret_office,12,19.848201
secret_office,13,18.903800
secret_office,14,16.826956
secret_office,15,13.039256
secret_office,16,9.622498
secret_office,17,6.665871
secret_office,18,5.546391
secret_office,19,4.485612
secret_office,20,5.636335
secret_office,21,6.815486
secret_office,22,8.793976
secret_office,23,9.561411
secret_office,0,10.088606
secret_planetarium,1,1.742387
secret_planetarium,2,2.613351
secret_planetarium,3,2.341789
secret_planetarium,4,3.278140
secret_planetarium,5,2.942608
secret_planetarium,6,3.242964
secret_planetarium,7,2.349785
secret_planetarium,8,2.519354
secret_planetarium,9,1.555481
secret_planetarium,10,1.970692
secret_planetarium,11,1.829048
secret_planetarium,12,2.401978
secret_planetarium,13,3.155142
secret_planetarium,14,3.997077
secret_planetarium,15,4.751522
secret_planetarium,16,4.732537
secret_planetarium,17,5.715053
secret_planetarium,18,4.894495
secret_planetarium,19,4.833069
secret_planetarium,20,4.322749
secret_planetarium,21,3.595946
secret_planetarium,22,2.781833
secret_planetarium,23,2.209669
secret_planetarium,0,1.457919
secret_birdhouse,1,8.315204
secret_birdhouse,2,7.954787
secret_birdhouse,3,6.053971
secret_birdhouse,4,5.535826
secret_birdhouse,5,4.505698
secret_birdhouse,6,4.437558
secret_birdhouse,7,6.430468
secret_birdhouse,8,7.817324
secret_birdhouse,9,11.172454
secret_birdhouse,10,13.485849
secret_birdhouse,11,15.209184
secret_birdhouse,12,15.804459
secret_birdhouse,13,15.734934
secret_birdhouse,14,14.421577
secret_birdhouse,15,11.680782
secret_birdhouse,16,9.070983
secret_birdhouse,17,7.153022
secret_birdhouse,18,5.457051
secret_birdhouse,19,4.348867
secret_birdhouse,20,5.238307
secret_birdhouse,21,5.677641
secret_birdhouse,22,7.499961
secret_birdhouse,23,8.163692
secret_birdhouse,0,8.528671
secret_stadium,1,5.313014
secret_stadium,2,7.100482
secret_stadium,3,7.469241
secret_stadium,4,9.077703
secret_stadium,5,8.518798
secret_stadium,6,8.089251
secret_stadium,7,6.874389
secret_stadium,8,5.741024
secret_stadium,9,4.308250
secret_stadium,10,4.508540
secret_stadium,11,5.858098
secret_stadium,12,7.850347
secret_stadium,13,10.366447
secret_stadium,14,12.445334
